Dex No.,Name,Generation,Primary Type,Secondary Type,Health,Attack,Defense,Sp. Attack,Sp. Defense,Speed,BST,Catch Rate,Ability 1,Ability 2,Hidden Ability,Male Ratio,Female Ratio,Height,Weight,Egg Group 1,Egg Group 2,Sword Dens,Sheild Dens,Moonstone Evo?,-
#828,Thievul,Generation VIII,Dark,Unknown,70,58,58,87,92,90,455,127,Run Away,Unburden,Stakeout,50,50,1.2,19.9,Field,Unknown,"36, 63, 69, 88, 122","36, 63, 69, 88, 122",0,
#829,Gossifleur,Generation VIII,Grass,Unknown,40,40,60,40,60,10,250,190,Cotton Down,Regenerator,Effect Spore,50,50,0.4,2.2,Grass,Unknown,"27, 58, 59, 70, 79","27, 58, 59, 70, 79",0,
#830,Eldegoss,Generation VIII,Grass,Unknown,60,50,90,80,120,60,460,75,Cotton Down,Regenerator,Effect Spore,50,50,0.5,2.5,Grass,Unknown,"27, 58, 59, 70, 79","27, 58, 59, 70, 79",0,
#831,Wooloo,Generation VIII,Normal,Unknown,42,40,55,40,45,48,270,255,Fluffy,Run Away,Bulletproof,50,50,0.6,6,Field,Unknown,"40, 65","40, 65",0,
#832,Dubwool,Generation VIII,Normal,Unknown,72,80,100,60,90,88,490,127,Fluffy,Run Away,Bulletproof,50,50,1.3,43,Field,Unknown,"40, 65, 100","40, 65, 100",0,
#833,Chewtle,Generation VIII,Water,Unknown,50,64,50,38,38,44,284,255,Strong Jaw,Shell Armor,Swift Swim,50,50,0.3,8.5,Monster,Water 1,"8, 9, 42, 44, 67, 78, 91, 135, 148","8, 9, 42, 44, 67, 78, 91, 135, 148",0,
#834,Drednaw,Generation VIII,Water,Rock,90,115,90,48,68,74,485,75,Strong Jaw,Shell Armor,Swift Swim,50,50,1,115.5,Monster,Water 1,"8, 9, 42, 78, 135, 148","8, 9, 42, 78, 135, 148",0,
#835,Yamper,Generation VIII,Electric,Unknown,59,45,50,40,50,26,270,255,Ball Fetch,Unknown,Rattled,50,50,0.3,13.5,Field,Unknown,"25, 56, 72","25, 56, 72",0,
#836,Boltund,Generation VIII,Electric,Unknown,69,90,60,90,60,121,490,45,Strong Jaw,Unknown,Competitive,50,50,1,34,Field,Unknown,"25, 56, 72, 106","25, 56, 72, 106",0,
#837,Rolycoly,Generation VIII,Rock,Unknown,30,40,50,40,50,30,240,255,Steam Engine,Heatproof,Flash Fire,50,50,0.3,12,Mineral,Unknown,"15, 51, 83","15, 51",0,
#838,Carkol,Generation VIII,Rock,Fire,80,60,90,60,70,50,410,120,Steam Engine,Flame Body,Flash Fire,50,50,1.1,78,Mineral,Unknown,"15, 20, 51, 54, 80, 83","15, 20, 51, 54, 80",0,
#839,Coalossal,Generation VIII,Rock,Fire,110,80,120,80,90,30,510,45,Steam Engine,Flame Body,Flash Fire,50,50,2.8,310.5,Mineral,Unknown,"15, 20, 51, 54, 80, 83","15, 20, 51, 54, 80",0,
#840,Applin,Generation VIII,Grass,Dragon,40,40,80,40,40,20,260,255,Ripen,Gluttony,Bulletproof,50,50,0.2,0.5,Grass,Dragon,"27, 38, 58, 64, 79, 131, 151","27, 38, 58, 64, 79, 131, 151",0,
#841,Flapple,Generation VIII,Grass,Dragon,70,110,80,95,60,70,485,45,Ripen,Gluttony,Hustle,50,50,0.3,1,Grass,Dragon,"27, 38, 58, 79, 131, 151",Unknown,0,
#842,Appletun,Generation VIII,Grass,Dragon,110,85,80,100,80,30,485,45,Ripen,Gluttony,Thick Fat,50,50,0.4,13,Grass,Dragon,Unknown,"27, 38, 58, 79, 131, 151",0,
#843,Silicobra,Generation VIII,Ground,Unknown,52,57,75,35,50,46,315,255,Sand Spit,Shed Skin,Sand Veil,50,50,2.2,7.6,Field,Dragon,"17, 150","17, 150",0,
#844,Sandaconda,Generation VIII,Ground,Unknown,72,107,125,65,70,71,510,120,Sand Spit,Shed Skin,Sand Veil,50,50,3.8,65.5,Field,Dragon,"17, 93, 103, 150","17, 93, 103, 150",0,
#845,Cramorant,Generation VIII,Flying,Water,70,85,55,85,95,85,475,45,Gulp Missle,Unknown,Unknown,50,50,0.8,18,Water,Flying,"32, 135, 148","32, 135, 148",0,
#846,Arrokuda,Generation VIII,Water,Unknown,41,63,40,40,30,66,280,255,Swift Swim,Unknown,Propeller Tail,50,50,0.5,1,Water 2,Unknown,"8, 41, 44, 67, 78, 91, 135, 136","8, 41, 44, 67, 78, 91, 135, 136",0,
#847,Barraskewda,Generation VIII,Water,Unknown,61,123,60,60,50,136,490,60,Swift Swim,Unknown,Propeller Tail,50,50,1.3,30,Water 2,Unknown,"8, 41, 135, 136, 148","8, 41, 135, 136, 148",0,
#848,Toxel,Generation VIII,Electric,Poison,40,38,35,54,35,40,242,75,Rattled,Static,Klutz,50,50,0.4,11,Undiscovered,Unknown,"25, 30, 56, 57, 60, 72, 86","25, 30, 56, 57, 60, 72, 86",0,
#849,Toxtricity,Generation VIII,Electric,Poison,75,98,70,114,70,75,502,45,Punk Rock,Plus(Amped)   Minus(Low_Key),Technician,50,50,1.6,40,Human-Like,Unknown,"25, 30, 56, 60, 72, 86","25, 30, 56, 60, 72, 86",0,
#850,Sizzlipede,Generation VIII,Fire,Bug,50,65,45,50,50,45,305,190,Flash Fire,White Smoke,Flame Body,50,50,0.7,1,Bug,Unknown,"18, 20, 53, 54, 71, 77, 80","18, 20, 53, 54, 71, 77, 80",0,
#851,Centiskorch,Generation VIII,Fire,Bug,100,115,65,90,90,65,525,75,Flash Fire,White Smoke,Flame Body,50,50,3,120,Bug,Unknown,"18, 20, 53, 77, 80","18, 20, 53, 77, 80",0,
#852,Clobbopus,Generation VIII,Fighting,Unknown,50,68,60,50,50,32,310,180,Limber,Unknown,Technician,50,50,0.6,4,Water 1,Human-Like,"10, 123","10, 123",0,
#853,Grapploct,Generation VIII,Fighting,Unknown,80,118,90,70,80,42,480,45,Limber,Unknown,Technician,50,50,1.6,39,Water 1,Human-Like,"10, 123, 124","10, 123, 124",0,
#854,Sinistea,Generation VIII,Ghost,Unknown,40,45,45,74,54,50,308,120,Weak Armor,Unknown,Cursed Body,0,0,0.1,0.2,Mineral,Amorphous,"43, 47","43, 47, 81",0,
#855,Polteageist,Generation VIII,Ghost,Unknown,60,65,65,134,114,70,508,60,Weak Armor,Unknown,Cursed Body,0,0,0.2,0.4,Mineral,Amorphous,"43, 47","43, 47, 81",0,
#856,Hatenna,Generation VIII,Psychic,Unknown,42,30,45,56,53,39,265,235,Healer,Anticipation,Magic Bounce,0,100,0.4,3.4,Fairy,Unknown,"13, 50, 68","13, 50, 68",0,
#857,Hattrem,Generation VIII,Psychic,Unknown,57,40,65,86,73,49,370,120,Healer,Anticipation,Magic Bounce,0,100,0.6,4.8,Fairy,Unknown,"13, 50, 68","13, 50, 68",0,
#858,Hatterene,Generation VIII,Psychic,Fairy,57,90,95,136,103,29,510,45,Healer,Anticipation,Magic Bounce,0,100,2.1,5.1,Fairy,Unknown,"13, 50, 68, 87","13, 50, 68, 87",0,
#859,Impidimp,Generation VIII,Dark,Fairy,45,45,30,55,40,50,265,255,Prankster,Frisk,Pickpocket,100,0,0.4,5.5,Fairy,Human-Like,"43, 36, 62, 74, 82, 87, 88","43, 36, 62, 74, 82, 87, 88",0,
#860,Morgrem,Generation VIII,Dark,Fairy,65,60,45,75,55,70,370,120,Prankster,Frisk,Pickpocket,100,0,0.8,12.5,Fairy,Human-Like,"43, 36, 62, 74, 82, 87, 88","43, 36, 62, 74, 82, 87, 88",0,
#861,Grimmsnarl,Generation VIII,Dark,Fairy,95,120,65,95,75,60,510,45,Prankster,Frisk,Pickpocket,100,0,1.5,61,Fairy,Human-Like,"43, 36, 62, 74, 82, 87, 88","43, 36, 62, 74, 82, 87, 88",0,
#862,Obstagoon,Generation VIII,Dark,Normal,93,90,101,60,81,95,520,45,Reckless,Guts,Defiant,50,50,1.6,46,Field,Unknown,"36, 63, 69","36, 63, 69",0,
#863,Perrserker,Generation VIII,Steel,Unknown,70,110,100,50,60,50,440,90,Battle Armor,Tough Claws,Steely Spirit,50,50,0.8,28,Field,Unknown,"11, 49, 85, 130","11, 49, 85, 130",0,
#864,Cursola,Generation VIII,Ghost,Unknown,60,95,50,145,130,30,510,30,Weak Armor,Unknown,Cursed Body,25,75,1,0.4,Water 1,Water 3,Unknown,"43, 47, 81, 128",0,
#865,Sirfetch'd,Generation VIII,Fighting,Unknown,62,135,95,68,82,65,507,45,Steadfast,Unknown,Scrappy,50,50,0.8,117,Flying,Field,"10, 81, 124",Unknown,0,
#866,Mrrime,Generation VIII,Ice,Psychic,80,85,75,110,100,70,520,45,Tangled Feet,Screen Cleaner,Ice Body,50,50,1.5,58.2,Human-Like,Unknown,"14, 22, 23, 50, 55, 68, 73","14, 22, 23, 50, 55, 68, 73, 83",0,
#867,Runerigus,Generation VIII,Ground,Ghost,58,95,145,50,105,30,483,90,Wandering Spirit,Unknown,Unknown,50,50,1.6,66.6,Mineral,Amorphous,"17, 43, 47, 52","17, 43, 47, 52, 81",0,
#868,Milcery,Generation VIII,Fairy,Unknown,45,40,40,50,61,34,270,200,Sweet Veil,Unknown,Aroma Veil,0,100,0.2,0.3,Fairy,Amorphous,"34, 74, 87","34, 74, 87",0,
#869,Alcremie,Generation VIII,Fairy,Unknown,65,60,75,110,121,64,495,100,Sweet Veil,Unknown,Aroma Veil,0,100,0.3,0.5,Fairy,Amorphous,"34, 82","34, 82",0,
#870,Falinks,Generation VIII,Fighting,Unknown,65,100,100,70,60,75,470,45,Battle Armor,Unknown,Defiant,0,0,3,62,Fairy,Mineral,"10, 48, 81, 124","10, 48, 124",0,
#871,Pincurchin,Generation VIII,Electric,Unknown,48,101,95,91,85,15,435,75,Lightning Rod,Unknown,Electric Surge,50,50,0.3,1,Water 1,Amorphous,"25, 56, 105, 106","25, 56, 105, 106",0,
#872,Snom,Generation VIII,Ice,Bug,30,25,35,45,30,20,185,190,Shield Dust,Unknown,Ice Scales,50,50,0.3,3.8,Bug,Unknown,"22, 23, 73","22, 23, 73",0,
#873,Frosmoth,Generation VIII,Ice,Bug,70,65,60,125,90,65,475,75,Shield Dust,Unknown,Ice Scales,50,50,1.3,42,Bug,Unknown,"22, 23, 73","22, 23, 73",0,
#874,Stonjourner,Generation VIII,Rock,Unknown,100,125,135,20,20,70,470,60,Power Spot,Unknown,Unknown,50,50,2.5,520,Mineral,Unknown,"51, 83",Unknown,0,
#875,Eiscue,Generation VIII,Ice,Unknown,75,80,110,65,90,50,470,60,Ice Face,Unknown,Unknown,50,50,1.4,89,Water 1,Field,Unknown,"23, 55, 83",0,
#875,Neiscue,Generation VIII,Ice,Unknown,75,80,70,65,50,130,470,60,Ice Face,Unknown,Unknown,50,50,1.4,89,Water 1,Field,Unknown,"23, 55, 83",0,
#876,Indeedee,Generation VIII,Psychic,Normal,60,65,55,105,95,95,475,30,Inner Focus(M)\nOwn Tempo(F),Synchronize,Psychic Surge,50,50,0.9,28,Fairy,Unknown,"13, 14, 40, 65, 118","13, 14, 40, 65, 118",0,
#877,Morpeko,Generation VIII,Electric,Dark,58,95,58,70,58,97,436,180,Hunger Switch,Unknown,Unknown,50,50,0.3,3,Field,Fairy,"25, 56, 105","25, 56, 105",0,
#878,Cufant,Generation VIII,Steel,Unknown,72,80,49,40,49,40,330,190,Sheer Force,Unknown,Heavy Metal,50,50,1.2,100,Field,Mineral,11,11,0,
#879,Copperajah,Generation VIII,Steel,Unknown,122,130,69,80,69,30,500,90,Sheer Force,Unknown,Heavy Metal,50,50,3,650,Field,Mineral,"11, 49, 85","11, 49, 85",0,
#880,Dracozolt,Generation VIII,Electric,Dragon,90,100,90,80,70,75,505,45,Volt Absorb,Hustle,Sand Rush,0,0,1.8,190,Undiscovered,Unknown,"49, 84, 85","49, 84, 85",0,
#881,Arctozolt,Generation VIII,Electric,Ice,90,100,90,90,80,55,505,45,Volt Absorb,Static,Slush Rush,0,0,2.3,150,Undiscovered,Unknown,Unknown,Unknown,0,
#882,Dracovish,Generation VIII,Water,Dragon,90,90,100,70,80,75,505,45,Water Absorb,Strong Jaw,Sand Rush,0,0,2.3,215,Undiscovered,Unknown,Unknown,Unknown,0,
#883,Arctovish,Generation VIII,Water,Ice,90,90,100,80,90,55,505,45,Water Absorb,Ice Body,Slush Rush,0,0,2,175,Undiscovered,Unknown,Unknown,Unknown,0,
#884,Duraludon,Generation VIII,Steel,Dragon,70,95,115,120,50,85,535,45,Light Metal,Heavy Metal,Stalwart,50,50,1.8,40,Mineral,Dragon,Unknown,Unknown,0,
#885,Dreepy,Generation VIII,Dragon,Ghost,28,60,30,40,30,82,270,45,Clear Body,Infiltrator,Cursed Body,50,50,0.5,2,Amorphous,Dragon,"38, 64","38, 64",0,
#886,Drakloak,Generation VIII,Dragon,Ghost,68,80,50,60,50,102,410,45,Clear Body,Infiltrator,Cursed Body,50,50,1.4,11,Amorphous,Dragon,"38, 64","38, 64",0,
#887,Dragapult,Generation VIII,Dragon,Ghost,88,120,75,100,75,142,600,45,Clear Body,Infiltrator,Cursed Body,50,50,3,50,Amorphous,Dragon,"38, 64","38, 64",0,
#888,Zacian,Generation VIII,Fairy,Unknown,92,130,115,80,115,138,670,10,Intrepid Sword,Unknown,Unknown,0,0,2.8,110,Undiscovered,Unknown,Unknown,Unknown,0,
#888,Czacian,Generation VIII,Fairy,Steel,92,170,115,80,115,148,720,10,Intrepid Sword,Unknown,Unknown,0,0,2.8,355,Undiscovered,Unknown,Unknown,Unknown,0,
#889,Zamazenta,Generation VIII,Fighting,Unknown,92,130,115,80,115,138,670,10,Dauntless Shield,Unknown,Unknown,0,0,2.9,210,Undiscovered,Unknown,Unknown,Unknown,0,
#889,Czamazenta,Generation VIII,Fighting,Steel,92,130,145,80,145,128,720,10,Dauntless Shield,Unknown,Unknown,0,0,2.9,785,Undiscovered,Unknown,Unknown,Unknown,0,
#890,Eternatus,Generation VIII,Poison,Dragon,140,85,95,145,95,130,690,255,Pressure,Unknown,Unknown,0,0,20,950,Undiscovered,Unknown,Unknown,Unknown,0,
#891,Kubfu,Generation VIII,Fighting,Unknown,60,90,60,53,50,72,385,3,Inner Focus,Unknown,Unknown,87.5,12.5,0.6,12,Undiscovered,Unknown,Unknown,Unknown,0,
#892,Urshifu,Generation VIII,Fighting,Dark,100,130,100,63,60,97,550,3,Unseen Fist,Unknown,Unknown,87.5,12.5,1.9,105,Undiscovered,Unknown,Unknown,Unknown,0,
#892,Rurshifu,Generation VIII,Fighting,Water,100,130,100,63,60,97,550,3,Unseen Fist,Unknown,Unknown,87.5,12.5,1.9,105,Undiscovered,Unknown,Unknown,Unknown,0,
#893,Zarude,Generation VIII,Grass,Dark,105,120,105,70,95,105,600,3,Leaf Guard,Unknown,Unknown,0,0,1.8,70,Undiscovered,Unknown,Unknown,Unknown,0,
