Name,Sw nonHA,Sh nonHA,Sw HA,Sh HA,-
Amoonguss,"[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)","[111](https://www.serebii.net/swordshield/maxraidbattles/den111.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml), [154](https://www.serebii.net/swordshield/maxraidbattles/den154.shtml)",-
Frillish,"[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)","[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)",[128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml),[128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml),-
Jellicent,"[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)","[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)","[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)","[6](https://www.serebii.net/swordshield/maxraidbattles/den6.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)",-
Joltik,"[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [57](https://www.serebii.net/swordshield/maxraidbattles/den57.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)",[149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml),[149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml),-
Galvantula,"[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)",-
Ferroseed,"[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [49](https://www.serebii.net/swordshield/maxraidbattles/den49.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [85](https://www.serebii.net/swordshield/maxraidbattles/den85.shtml)","[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [49](https://www.serebii.net/swordshield/maxraidbattles/den49.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [85](https://www.serebii.net/swordshield/maxraidbattles/den85.shtml)",None,None,-
Ferrothorn,"[12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [49](https://www.serebii.net/swordshield/maxraidbattles/den49.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [85](https://www.serebii.net/swordshield/maxraidbattles/den85.shtml)","[12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [49](https://www.serebii.net/swordshield/maxraidbattles/den49.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [85](https://www.serebii.net/swordshield/maxraidbattles/den85.shtml)","[58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)","[58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",-
Klink,"[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml)","[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml)",None,None,-
Klang,"[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml)","[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml)",None,None,-
Klinklang,"[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml), [130](https://www.serebii.net/swordshield/maxraidbattles/den130.shtml)","[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml), [130](https://www.serebii.net/swordshield/maxraidbattles/den130.shtml)","[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml), [130](https://www.serebii.net/swordshield/maxraidbattles/den130.shtml)","[11](https://www.serebii.net/swordshield/maxraidbattles/den11.shtml), [45](https://www.serebii.net/swordshield/maxraidbattles/den45.shtml), [84](https://www.serebii.net/swordshield/maxraidbattles/den84.shtml), [130](https://www.serebii.net/swordshield/maxraidbattles/den130.shtml)",-
Elgyem,"[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml), [118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml)","[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml), [118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml)",[118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml),[118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml),-
Beheeyem,[118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml),[118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml),[118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml),[118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml),-
Litwick,"[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [53](https://www.serebii.net/swordshield/maxraidbattles/den53.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [77](https://www.serebii.net/swordshield/maxraidbattles/den77.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml)","[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [53](https://www.serebii.net/swordshield/maxraidbattles/den53.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [77](https://www.serebii.net/swordshield/maxraidbattles/den77.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml)",None,None,-
Lampent,"[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)","[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)",None,None,-
Chandelure,"[19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml)","[19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml)","[19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml)","[19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml)",-
Axew,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml)","[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml)",None,None,-
Fraxure,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml)",[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml),None,None,-
Haxorus,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml)",[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml),[64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml),[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml),-
Cubchoo,[22](https://www.serebii.net/swordshield/maxraidbattles/den22.shtml),"[22](https://www.serebii.net/swordshield/maxraidbattles/den22.shtml), [55](https://www.serebii.net/swordshield/maxraidbattles/den55.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)",None,None,-
Beartic,"[22](https://www.serebii.net/swordshield/maxraidbattles/den22.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml)","[22](https://www.serebii.net/swordshield/maxraidbattles/den22.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml)",[147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml),[147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml),-
Shelmet,"[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml)","[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml)",None,None,-
